path,text_needed
hr,technical skills typewriting tora spsseducation details january 2017 mba chidambaram tamil nadu sns college engineering january 2014 hsc sav higher secondary school mba sns college engineering sslc finance kamaraj matriculation school hr skill details human resource finance exprience less than year monthscompany details company description
hr,skills windows xp ms office word excel look ups pivot table other basic functions power point saral payment package payroll software internet applicationseducation details january 2006 bachelor hospitality management international hospitality management queen margaret university edinburg january 2006 diploma hotel management international institute hotel management hr skill details hr management exprience less than year monthscompany details company atri developers description hr payroll statutory compliance performance management company description employee relations administration creating industry specific policies procedure forms formats letters checklists etc payroll management salary restructuring process payroll 600 employees validation all input attendance leaves salaries starting salary process processing accurate error free salary employees responsible compensation benefits administration coordinate accounts team salary processing attendance leave record management assuring prompt satisfactory resolution payroll related queries all employees statutory compliance management manage various statutory compliance requirements pf esic pt gratuity tds etc calculations deduction payment return filing generate statutory reports like form 16 form 24q conducting session employees statutory policies procedure compliance related topics shops commercial establishments act payment gratuity act 1972 recruitment selection handling recruitment like job posting naukri portal coordination create annual manpower plan budget screen schedule preliminary interview arrange employee orientation handling joining formalities salary account opening formalities performance management end end facilitation pms starting creating job description appraisal forms disbursement letters kra setting mid year reviews annual reviews handling all appraisal activities 360 degree training development conduct training need analysis arrange various training session employee engagement employee welfare creation deployment sales rewards recognition schemes periodic interactive sessions like monthly birthday celebration annual day diwali dhamaka offsite etc working saral payment package payroll software well excel assisting md hr works offering suggestions answering employee queries payroll compliance related issues other benefits insurance medical reimbursement full final settlement resigned employees
hr,education details ba mumbai university hr skill details hr operations exprience less than year monthscompany details company mumbai monorail description
hr,education details june 2012 may 2015 economics chennai tamil nadu sdnbvc hr skill details company details company anything solution description hr
hr,education details bba lovely professional university hr skill details communication exprience monthscompany details company description
hr,education details mba acn college engineering mgt hr skill details company details company hr assistant description
hr,key skills computerized accounting tally sincere hard working management accounting income tax good communication leadership two four wheeler driving license internet ecommerce management computer skills language web programing tally dbms education details june 2017 june 2019 mba finance hr india mlrit june 2014 june 2017 bcom computer hyderabad telangana osmania university june 2012 april 2014 inter mec india srimedhav hr nani skill details accounting exprience months database management system exprience months dbms exprience months management accounting exprience months ecommerce exprience monthscompany details company valuelabs description will give rrf form required dlt hand rlt scrum master will take form rlt scrum master will give forms trainee can work requirement till candidate receive offer company
hr,training special education certificate course education details july 2016 october 2018 sc psychology specialization organizational behaviour malappuram kerala calicut university july 2013 march 2016 bsc psychology thrissur prajyoti niketan college hr skill details company details company description done 30 days internship hr department foster hot breads kinfra malappuram kerala also done 60 days internship santhwana institute counselling psychotherapy cochin kerala counsellor
hr,computer knowledge proficient basic use ms office microsoft dynamics ax software saiba softwareeducation details mba distance education bharathiar university pa college engineering technology hsc hr sec school ssc hr sec school hr admin bharat skill details dynamics exprience months dynamics ax exprience months microsoft dynamics exprience months microsoft dynamics ax exprience months ms office exprience monthscompany details company sri ramesh gaarment description tirupur administration well clients service here corporate companies only insured so knowledge gathered garments spinning mills feb 2018 still sri ramesh gaarment tirupur hr activities attendance maintenance time cards maintenance staffs labors individual records maintenance project advanced automobile collision avoidance blackbox car
hr,software skills general computer proficiency program langages known java web programming tools software know matlab dbms key strengths posse good communication analytic skills positive thinking sincere hard work honesty responsibility enthusiastic learn new skills take new tasks self motivated ready accept challenges education details january 2014 january 2017 computer science engineering computer science engineering adichunchanagiri institute technology chikmagalur hr skill details database management system exprience months dbms exprience months java exprience months matlab exprience monthscompany details company truly description jayashree
advocate,technical qualifications windows ms officeeducation details ll guwahati assam university law college guwahati university sc jagiroad assam jagiroad college morigaon college advocate advocate gauhati high court skill details company details company gauhati high court description gauhati high court other subordinate courts tribunals statutory bodies guwahati 2008 numerous experiences civil criminal cases cases consumer forum handling good number civil well criminal matters district sessions judge court judge court court consumer forum also high court working executive legal hindustan paper corporation limited govt india enterprise nagaon paper mill since jan 2012 strength adaptability penchant adapt conditions level environment accordance requirement given situation interpersonal extrovert core prefer interact people all walks life varying strata society ability quickly establish rapport others team work enjoy part group achieve combined goals roles responsibilities hpc ltd assisting briefing counsels matters relating nagaon paper mill cachar paper mill also nagaland pulp paper corporation ltd task legal vetting all nibs nits terms conditions etc providing legal views protect interest corporation assisting formulation drafting all disciplinary matters liaisoning all local bodies also other forums
advocate,education details com ll university clacutta university burdwan advocate skill details taxation matters income tax gst tax accounts exprience less than year months filing income tax returns gst returns tds air more exprience less than year monthscompany details company own practice description drafting preparation plaint accounts move relevant authority hear cases
advocate,education details llb dibrugarh university advocate skill details legal exprience less than year monthscompany details company legal description advocate
advocate,education details november 2016 january 2019 llm masters law hyderabad telangana sultan ul uloom college law september 2011 may 2016 ba llb bachelors law hyderabad telangana osmania university pg college law advocate experienced litigation recently acquired masters degree law skill details microsoft word exprience less than year months litigation exprience less than year months legal research exprience less than year months contracts exprience less than year months internet savvy exprience less than year months drafting exprience less than year monthscompany details company lrc office description working senior advocate ravichander high court telangana experience drafting legal correspondence
advocate,skills knows english native speaker ielts overall listening reading writing speaking hindi bilingual proficiency punjabi native speaker able communicate clearly concisely people diverse backgrounds levels authority exceptional knowledge administrative procedures evidence rules trials can maintain professional attitude peers co workers clients all times focused driven always meet deadlines pretrial procedures trials appellate briefings effectively utilizing resources microsoft certified systems engineer 2008 very much competent windows word processing software education details july 2009 may 2012 bachelor laws bikaner rajasthan maharaja ganga singh university august 2008 november 2008 microsoft certified systems engineer networking chandigarh july 2005 april 2008 bachelor science bio informatics chandigarh chandigarh panjab university advocate newcomer indian advocate skill details administration exprience 72 months legal research exprience 72 months microsoft office exprience 72 months drafting exprience 72 monthscompany details company district courts description key features licensed advocate practice 16 aug 2012 bar council punjab haryana chandigarh admitted practice district courts mansa since 18 aug 2012 successfully passed all india bar examination aibe conducted bar council india bci september 2013 lead sole counsel plaintiff respondents number criminal civil trials since 2012 prepared prosecuted conclusion either trial settlement number claim cases involving personal injury death cases working panel district legal services authority mansa run supervision national legal services authority india former co opted member administrative committee punjab former joint secretary district bar association mansa 2017 18 job duties advice clients legal rights all matters related law plead clients cases include various international companies courts law forums tribunals boards researching legal precedents gathering evidence trials criminal injury death compensation claims others draw legal documents such bail petitions appeals divorces contracts etc negotiates settlements civil disputes act mediator conciliator local commissioner arbitrator per court orders managing private practice more than years including all aspects administration management functions controlling costs achieving objectives related practice law
advocate,qualification introduction computer extraeducation details january 2001 january 2003 master law chennai tamil nadu dr ambedkar law university january 1998 january 2001 bachelor law chennai tamil nadu dr ambedkar law university january 1995 january 1998 bachelor english literature tirunelveli tamil nadu manonmaniam sundaranar university advocate advocate skill details company details company practiced description high court judicature madras india city civil court chennai debt recovery tribunal chennai consumer forums chennai labour courts small causes courts rent control courts legal advisor christian institute management chennai 2016 legal advisor ruah church chennai nessa trust till 2018
advocate,skills natural languages proficient english hindi marathi computer skills proficient ms office internet operation education details january 2015 january 2018 llb law mumbai maharashtra mumbai university january 2015 mumbai maharashtra somaiya college mumbai university asmita girls junior college maharashtra board vidya bhawan maharashtra board advocate llb student journalist skill details company details company criminal lawyer law firm description
advocate,skills legal writing efficient researcher legal education family law criminal defence environment law litigation business legal issue banking law commercial laweducation details january 2014 llm criminology pune maharashtra university pune january 2012 llb law pune maharashtra university pune january 2012 diploma labour law pune maharashtra university pune advocate advocate skill details legal writing exprience months litigation exprience monthscompany details company family criminal district session court description legal consultancy services co operative banks scheduled banks private banks clients federal bank chinchwad pune bharat co operative bank chinchwad pune icici bank scope work finalising loan agreements mortgage agreement release deed notice intimation title deed search report drt cases legal notices recovery dues filing summary suits paper notice power attorney indemnity bond family law legal consultancy representation matters relating family disputes such marriage divorce succession adoption etc lok adalat panel judicial member four times
advocate,good grasping quality skillful work education details march 2013 march 2018 ll law solapur maharashtra solapur university advocate skill details good knowledge typing well many other activities exprience less than year monthscompany details company district session court solapur description forward thinking individual refined interpersonal multitasking skills looking join progressive organization provide assistance legal work company district session court solapur description provide legal assistance legal work
advocate,hard working quick learnereducation details june 2014 may 2017 llb law mumbai maharashtra mumbai university january 2014 com commerce mumbai maharashtra mumbai university january 2011 hsc maharashtra board january 2009 ssc maharashtra board advocate skill details company details company vidishtra description
design-creative,good communication skill quick learner keen find solutionseducation details mba marketing international business management pune maharashtra pune university tech tech nagpur maharashtra rtm nagpur university arts commerce science arts commerce science skill details company details company samarth college description engineering 30 210 college campus vj college pharmacy 10 days workshop 10 arts commerce science soft skills days workshop college personality institute agricultural days workshop development diploma soft skills samarth college polytechnic 20 days workshop 20 total 350 working experience corporate sr no topic company no days total hrs presentation skill team elringklinger automotives pvt day building workshop ltd ranjangaon pune negotiation skill kubler automation pvt ltd days 16 communication skill chakan pune business communication finanza home loans pimple days 21 stress management saudagar pune team building verbal sharvari products pvt ltd days 16 communication junner pune days entrepreneurship agriculture research centre workshop 168 development narayangaon pune batches total 229 adjoining skills working knowledge windows operating system ms office communicate well english hindi marathi organized participated events like gathering teachers day fashion show various science exhibitions college
design-creative,operating systems windows xp vista 07education details january 2018 painting nagpur maharashtra nagpur university january 2016 painting nagpur maharashtra nagpur university january 2012 diploma art maharashtra state board january 2010 maharashtra state board january 2008 maharashtra state board fine arts lecturer skill details ms cit exprience 96 monthscompany details company shubhankan fine arts college indore description job lecturer shubhankan fine arts college indore nov 2018 artist completed atd bfa mfa painting searching job faculty area comfort place improve knowledge experience field company description experience classes painting rangoli drawing summer classes etc health physical disability orthopedically
design-creative,additional qualifications april 2000 web designing course average computer skillseducation details january 2000 january 2001 bachelor arts sociology mumbai maharashtra mumbai university january 1998 january 2000 bachelor arts sociology sophia college january 1997 january 1998 sophia college january 1995 january 1996 st teresa convent high school head business development arts head business development arts skill details company details company british council description responsibilities strategic oversight responsibility programmes performing arts music theatre dance other cultural sectors lead conception oversight specific large scale programmes within overall arts programme represent british council external events india act deputy director arts when required oversee manage resources deliver compelling communications applicants convey british council grants like charles wallace india trust young creative entrepreneurs chevening clore scholarship programs time excellence shortlisting interviewing potential applicants existing relevant grants fellowships oversee diverse range proposals progress reports related projects ensuring effective timely identification communication program progress lead team six project managers across country manage performance team responsible executing arts projects partnerships built work expertise within geographic region ensure arts insight knowledge available when required managing relations existing partners developing relationships targeted new partners key government officials ensuring market insight business development opportunities built planning new programmes primary strategic responsibility marketing arts program india ensure program builds reputation will attractive potential partners partnership marketing communications team company british council description cultural relations organization creating international opportunities people uk other countries building trust worldwide offices six continents 100 countries bringing international opportunity life every day each year work millions people connecting united kingdom sharing cultures uk most attractive assets english arts education 80 years experience company british council description responsibilities leading strategic development british council work music sector india sri lanka region building maintaining strong international partnerships across sectors india sri lanka uk developing strong external partnerships lead significant external investment bc activities enabling delivery ambitious programme music sector activities events thus strengthening cultural relationships india sri lanka uk leading implementation music programme within india sri lanka along detailed project plans liaison colleagues india sri lanka uk proactive management budgets timelines all projects ensuring systematic evaluation projects including developing effective systems processes capturing both quantitative qualitative information effectiveness projects longer term impact management team across india sri lanka contributing recruitment development mentoring staff company british council description responsibilities planning organizing logistics related events buildings performers artists other personnel marketing performance event social media direct mail advertising use website producing posters publicity leaflets attracting media coverage planning managing budgets programming booking performances events including arrangements tours india development new projects initiatives consultation arts professionals key stakeholders local authorities local government communities venue directors regional partners taking responsibility operational office management issues such venue accessibility health safety issues implementing maintaining office information systems providing administration support managers director ensuring corporate legal requirements complied reporting head unit company british council description responsibilities developing new specific new projects initiatives music film visual art sector consultation council key stakeholders planning managing budgets supporting marketing performance event social media direct mail advertising use website producing posters publicity leaflets attracting media coverage programming outreach workshops respective programmes company aircheck india description company intended launch stations both metros august 29 2001 mumbai fm station win basic infrastructure includes studio production facilities transmission tower station located central mumbai responsibilities generating researching ideas programmes pitching commissions sourcing potential contributors interviewees selecting music appropriate programme audience station producing pre production briefings presenters reporters technical staff other contributors managing logistics getting people resources equipment together right place right time undertaking editing interviewing reporting duties necessary presenting programmes managing presenters both pre recorded recorded output checking copyrights cleared understanding media law using editing mixing software like sonic foundry vegas sonic foundry sound forge acid midi company rave magazine description rave magazine definitive voice music emerging indian sub continent lifestyle surrounds exclusive reporting unique sensibility editorial team 20 years experience publishing rave magazine covers every genre music emerging region provides new perspectives international music responsibilities maintain production schedules report progress overview staff manage supervise photographers freelance writers generally provide administrative support editor participated production meetings brain storming sessions decide direction future trends contents publication company xs events description xs events event management company primarily dealing corporate clients used different events increase audience exposure brand responsibilities development production delivery projects proposal right delivery delivering events time within budget maintaining timelines priorities every project managing supplier relationships managing operational administrative functions ensure specific projects delivered efficiently company banyan tree communications description responsibilities sourcing potential contributors interviewees selecting music appropriate programme audience station undertaking editing interviewing reporting duties necessary checking copyrights cleared understanding media law company french embassy description part time basis company british council description mumbai advice students various academic opportunities united kingdom assisted various exhibitions british council
